# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/bth/bth_genome.gtf" "-o" "feature_counts/bth_1110.txt" "sam/sam_11_09/275-1_bth.sorted.bam" "sam/sam_11_09/275-2_bth.sorted.bam" "sam/sam_11_09/275-3_bth.sorted.bam" "sam/sam_11_09/275-4_bth.sorted.bam" "sam/sam_11_09/275-5_bth.sorted.bam" "sam/sam_11_09/278-1_bth.sorted.bam" "sam/sam_11_09/278-2_bth.sorted.bam" "sam/sam_11_09/278-3_bth.sorted.bam" "sam/sam_11_09/278-4_bth.sorted.bam" "sam/sam_11_09/278-5_bth.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	275-1_bth.sorted.bam	275-2_bth.sorted.bam	275-3_bth.sorted.bam	275-4_bth.sorted.bam	275-5_bth.sorted.bam	278-1_bth.sorted.bam	278-2_bth.sorted.bam	278-3_bth.sorted.bam	278-4_bth.sorted.bam	278-5_bth.sorted.bam
gene-FE838_RS19325	NZ_CP040530.1	5026959	5028215	+	1257	NA	301	64	21	88	62	28	48	6	133	84
gene-FE838_RS19330	NZ_CP040530.1	5028341	5029090	+	750	NA	114	12	9	22	34	17	28	1	44	27
gene-FE838_RS19335	NZ_CP040530.1	5029101	5031329	+	2229	NA	65	21	3	4	22	14	30	2	44	45
gene-FE838_RS19340	NZ_CP040530.1	5031313	5032800	+	1488	NA	52	11	1	5	23	14	27	3	48	37
gene-FE838_RS19345	NZ_CP040530.1	5032804	5033703	+	900	NA	20	3	0	3	8	3	11	1	12	13
gene-FE838_RS19350	NZ_CP040530.1	5033723	5034910	+	1188	NA	9	4	3	1	5	2	4	1	11	17
gene-FE838_RS19355	NZ_CP040530.1	5035066	5035509	-	444	NA	4	1	1	1	5	1	1	0	0	0
gene-FE838_RS19360	NZ_CP040530.1	5035667	5036215	-	549	NA	10	0	1	9	13	2	1	1	1	6
gene-FE838_RS19365	NZ_CP040530.1	5036621	5036878	+	258	NA	8	9	9	7	12	2	2	0	2	10
gene-FE838_RS19370	NZ_CP040530.1	5037169	5037612	-	444	NA	38	9	8	21	14	7	20	2	14	19
gene-FE838_RS19375	NZ_CP040530.1	5037886	5039685	-	1800	NA	15	4	1	2	6	0	2	0	5	2
gene-FE838_RS19380	NZ_CP040530.1	5039951	5040937	-	987	NA	2	0	0	0	1	0	0	0	0	1
gene-FE838_RS19385	NZ_CP040530.1	5041089	5041394	+	306	NA	1	0	0	0	0	0	0	0	0	0
gene-FE838_RS19390	NZ_CP040530.1	5041530	5042648	+	1119	NA	745	228	147	584	809	156	263	20	188	510
gene-FE838_RS19395	NZ_CP040530.1	5042695	5043639	+	945	NA	50	2	3	13	11	1	7	3	19	14
gene-FE838_RS19400	NZ_CP040530.1	5043663	5045138	+	1476	NA	28	3	1	5	8	4	1	2	8	8
gene-FE838_RS19405	NZ_CP040530.1	5045135	5046265	+	1131	NA	78	57	21	50	70	25	37	4	35	57
gene-FE838_RS19410	NZ_CP040530.1	5046278	5047189	+	912	NA	41	14	8	22	34	7	14	3	22	27
gene-FE838_RS19415	NZ_CP040530.1	5047193	5048347	+	1155	NA	29	19	11	12	44	6	16	1	20	30
gene-FE838_RS19420	NZ_CP040530.1	5048359	5049210	+	852	NA	11	8	2	4	24	4	9	1	11	10
gene-FE838_RS19425	NZ_CP040530.1	5049235	5050737	+	1503	NA	22	9	2	5	23	9	13	1	14	29
gene-FE838_RS19430	NZ_CP040530.1	5050775	5051979	+	1205	NA	41	27	4	22	40	12	31	3	32	44
gene-FE838_RS19435	NZ_CP040530.1	5052047	5054785	+	2739	NA	279	149	61	163	252	44	111	16	167	170
gene-FE838_RS19440	NZ_CP040530.1	5054787	5055899	+	1113	NA	82	17	19	33	70	16	21	5	34	43
gene-FE838_RS19445	NZ_CP040530.1	5056014	5059286	-	3273	NA	3140	322	379	695	919	414	604	109	470	534
gene-FE838_RS19450	NZ_CP040530.1	5059503	5061191	-	1689	ettA	1953	493	275	656	587	125	325	108	528	421
gene-FE838_RS19455	NZ_CP040530.1	5061314	5061386	+	73	NA	331	5	5	59	29	2	7	3	22	3
gene-FE838_RS24650	NZ_CP040530.1	5061719	5062276	+	558	NA	16	6	3	7	11	5	7	3	7	7
gene-FE838_RS24655	NZ_CP040530.1	5062392	5062850	+	459	NA	9	1	1	2	0	2	2	0	5	2
gene-FE838_RS19465	NZ_CP040530.1	5062871	5063341	+	471	NA	7	4	0	3	4	1	0	0	3	3
gene-FE838_RS19470	NZ_CP040530.1	5063454	5064521	-	1068	rsgA	50	12	8	21	11	3	10	0	5	9
gene-FE838_RS19475	NZ_CP040530.1	5064805	5065575	-	771	NA	141	94	75	124	166	38	63	12	60	89
gene-FE838_RS19480	NZ_CP040530.1	5065657	5067048	-	1392	NA	275	178	92	180	166	40	88	8	108	95
gene-FE838_RS19485	NZ_CP040530.1	5067140	5068495	+	1356	NA	105	10	2	7	8	5	12	4	32	12
gene-FE838_RS19490	NZ_CP040530.1	5068641	5069357	+	717	NA	1905	809	662	1216	1446	549	788	65	540	834
gene-FE838_RS19495	NZ_CP040530.1	5069335	5070081	+	747	mtgA	489	148	132	353	467	87	116	30	91	143
gene-FE838_RS19500	NZ_CP040530.1	5070166	5071941	-	1776	NA	559	842	468	712	1066	756	1281	56	361	1065
gene-FE838_RS19505	NZ_CP040530.1	5072151	5072654	-	504	NA	1568	837	943	1391	2149	819	1008	35	321	1302
gene-FE838_RS19510	NZ_CP040530.1	5072897	5073457	+	561	NA	519	127	129	269	208	34	59	16	116	116
gene-FE838_RS19515	NZ_CP040530.1	5073470	5074432	+	963	NA	498	110	82	200	158	16	67	9	126	99
gene-FE838_RS19520	NZ_CP040530.1	5074528	5075022	+	495	NA	453	357	367	441	641	108	142	8	137	277
gene-FE838_RS19525	NZ_CP040530.1	5075028	5075657	-	630	NA	394	129	133	273	488	65	69	14	76	150
gene-FE838_RS19530	NZ_CP040530.1	5075740	5076825	+	1086	wecB	566	185	183	279	264	83	135	20	178	256
gene-FE838_RS19535	NZ_CP040530.1	5077241	5079817	+	2577	NA	1599	291	195	432	506	189	321	74	777	502
gene-FE838_RS19540	NZ_CP040530.1	5079822	5081090	+	1269	NA	598	131	76	175	165	44	122	38	329	216
gene-FE838_RS19545	NZ_CP040530.1	5081127	5081489	+	363	NA	6	2	5	5	16	9	13	3	6	9
gene-FE838_RS19550	NZ_CP040530.1	5081523	5082479	+	957	NA	289	102	118	149	123	38	74	20	233	144
gene-FE838_RS19555	NZ_CP040530.1	5082667	5082987	+	321	NA	19	11	4	11	41	17	22	8	13	17
gene-FE838_RS19560	NZ_CP040530.1	5083161	5084303	-	1143	NA	308	534	291	521	1044	157	293	9	102	316
gene-FE838_RS19565	NZ_CP040530.1	5084416	5085978	-	1563	NA	857	1335	685	1370	2758	356	747	41	284	827
gene-FE838_RS19570	NZ_CP040530.1	5085999	5086235	-	237	NA	45	21	16	38	66	36	31	0	14	31
gene-FE838_RS19575	NZ_CP040530.1	5086461	5087852	+	1392	NA	38	114	160	432	76	1	7	0	2	2
gene-FE838_RS19580	NZ_CP040530.1	5087904	5089133	+	1230	NA	21	68	130	292	73	0	2	0	2	3
gene-FE838_RS19585	NZ_CP040530.1	5089140	5089883	+	744	NA	10	21	39	149	26	1	2	0	3	2
gene-FE838_RS19590	NZ_CP040530.1	5089973	5091193	+	1221	NA	20	36	78	209	25	3	4	0	2	1
gene-FE838_RS19595	NZ_CP040530.1	5091212	5092285	+	1074	NA	125	45	53	121	66	11	21	2	27	47
gene-FE838_RS19600	NZ_CP040530.1	5092356	5093054	+	699	NA	65	20	32	67	50	6	16	3	20	19
gene-FE838_RS19605	NZ_CP040530.1	5093476	5094174	+	699	NA	196	87	71	184	215	112	132	6	40	102
gene-FE838_RS19610	NZ_CP040530.1	5094460	5095410	-	951	NA	61	52	30	92	153	64	99	6	43	119
gene-FE838_RS19615	NZ_CP040530.1	5095595	5096311	-	717	pgl	219	300	124	184	579	125	220	8	94	281
gene-FE838_RS19620	NZ_CP040530.1	5096308	5097804	-	1497	zwf	463	595	355	435	1081	262	477	29	217	605
gene-FE838_RS19625	NZ_CP040530.1	5097989	5098156	-	168	NA	96	139	49	194	350	38	58	4	23	63
gene-FE838_RS19630	NZ_CP040530.1	5098149	5099624	-	1476	gnd	943	752	380	676	1647	442	842	62	276	862
gene-FE838_RS19635	NZ_CP040530.1	5099734	5100903	+	1170	NA	211	72	37	110	101	19	49	8	68	58
gene-FE838_RS19640	NZ_CP040530.1	5100980	5102050	+	1071	gmd	1046	240	124	354	384	52	151	41	211	241
gene-FE838_RS19645	NZ_CP040530.1	5102154	5103224	+	1071	NA	284	49	48	114	79	11	42	11	72	41
gene-FE838_RS19650	NZ_CP040530.1	5103831	5105489	+	1659	NA	1073	138	84	202	223	76	104	18	88	153
gene-FE838_RS19655	NZ_CP040530.1	5105553	5106701	+	1149	NA	867	94	40	125	116	60	73	14	61	66
gene-FE838_RS19660	NZ_CP040530.1	5107025	5109019	-	1995	NA	1070	356	201	459	401	142	287	68	317	265
gene-FE838_RS19665	NZ_CP040530.1	5109134	5110801	-	1668	NA	314	39	21	51	38	17	41	30	87	60
gene-FE838_RS19670	NZ_CP040530.1	5111117	5111560	-	444	NA	12	67	76	130	76	5	5	10	18	19
gene-FE838_RS19675	NZ_CP040530.1	5112239	5112325	+	87	NA	3296	1027	965	1378	2519	146	125	110	272	219
gene-FE838_RS19680	NZ_CP040530.1	5112392	5112463	+	72	NA	46	15	5	51	34	4	7	5	14	11
gene-FE838_RS19685	NZ_CP040530.1	5112531	5112737	+	207	NA	20	3	3	12	14	8	10	2	13	17
gene-FE838_RS19690	NZ_CP040530.1	5112907	5113641	-	735	NA	102	39	46	58	75	36	41	9	50	64
gene-FE838_RS19695	NZ_CP040530.1	5113742	5114326	+	585	NA	86	27	25	52	64	16	23	8	38	42
gene-FE838_RS19700	NZ_CP040530.1	5114344	5115246	-	903	NA	110	29	25	53	48	9	26	6	38	34
gene-FE838_RS19705	NZ_CP040530.1	5115343	5117085	-	1743	NA	237	58	37	69	84	17	19	8	56	39
gene-FE838_RS19710	NZ_CP040530.1	5117082	5119007	-	1926	NA	209	29	18	46	73	18	32	4	48	25
gene-FE838_RS19715	NZ_CP040530.1	5119125	5121257	+	2133	NA	456	90	36	93	79	27	83	27	146	110
gene-FE838_RS19720	NZ_CP040530.1	5121229	5122125	-	897	NA	767	261	161	422	318	73	158	23	117	175
gene-FE838_RS19725	NZ_CP040530.1	5122229	5123278	+	1050	NA	171	130	107	213	191	31	41	10	89	103
gene-FE838_RS19730	NZ_CP040530.1	5124410	5126029	-	1620	NA	1230	95	40	133	67	37	132	85	360	129
gene-FE838_RS19735	NZ_CP040530.1	5126233	5126814	+	582	NA	480	173	167	433	196	276	325	26	146	294
gene-FE838_RS19740	NZ_CP040530.1	5126842	5128032	+	1191	dnaJ	1157	234	196	531	328	181	344	37	225	326
gene-FE838_RS19745	NZ_CP040530.1	5128256	5129251	-	996	NA	46	13	9	19	26	7	14	4	25	32
gene-FE838_RS19750	NZ_CP040530.1	5129499	5132090	-	2592	NA	269	148	88	181	277	33	54	4	55	77
gene-FE838_RS19755	NZ_CP040530.1	5132223	5133827	-	1605	NA	49	7	3	6	6	2	2	3	7	2
gene-FE838_RS19760	NZ_CP040530.1	5133824	5134891	-	1068	NA	78	13	9	48	24	3	3	4	10	6
gene-FE838_RS19765	NZ_CP040530.1	5134904	5136223	-	1320	NA	73	16	7	31	15	3	6	4	7	5
gene-FE838_RS19770	NZ_CP040530.1	5136204	5136644	-	441	NA	88	19	18	50	17	2	9	3	14	5
gene-FE838_RS19775	NZ_CP040530.1	5136848	5137447	+	600	NA	53	13	16	11	22	6	19	4	33	23
gene-FE838_RS19780	NZ_CP040530.1	5137448	5137744	+	297	NA	32	3	4	5	8	0	6	1	8	7
gene-FE838_RS19785	NZ_CP040530.1	5137769	5139124	+	1356	creD	195	59	53	122	134	28	40	10	89	67
gene-FE838_RS19790	NZ_CP040530.1	5139249	5139833	-	585	NA	100	52	33	48	75	17	19	1	36	28
gene-FE838_RS19795	NZ_CP040530.1	5139833	5140114	-	282	NA	7	8	6	14	7	2	2	1	8	6
gene-FE838_RS19800	NZ_CP040530.1	5140319	5140786	+	468	NA	86	24	13	40	37	18	24	1	25	34
gene-FE838_RS19805	NZ_CP040530.1	5141324	5141767	-	444	NA	92	49	29	34	57	19	18	3	28	41
gene-FE838_RS19810	NZ_CP040530.1	5142020	5143000	+	981	NA	640	109	125	317	248	180	215	19	54	84
gene-FE838_RS19815	NZ_CP040530.1	5143299	5145532	+	2234	NA	66	14	12	22	24	12	18	1	15	24
gene-FE838_RS19820	NZ_CP040530.1	5145578	5145925	-	348	NA	36	16	7	19	19	3	5	3	7	14
gene-FE838_RS19825	NZ_CP040530.1	5146093	5146620	+	528	NA	40	24	21	20	26	7	12	3	18	14
gene-FE838_RS19830	NZ_CP040530.1	5147089	5150208	+	3120	NA	113	17	7	22	36	14	16	4	63	37
gene-FE838_RS19835	NZ_CP040530.1	5150245	5151045	-	801	NA	76	19	9	19	32	9	21	2	24	32
gene-FE838_RS19840	NZ_CP040530.1	5151038	5152093	-	1056	NA	126	23	24	33	46	11	25	3	20	37
gene-FE838_RS19845	NZ_CP040530.1	5152110	5153414	-	1305	NA	3	0	3	4	2	0	0	1	0	1
gene-FE838_RS19850	NZ_CP040530.1	5153417	5156449	-	3033	NA	7	5	3	4	4	0	2	0	1	2
gene-FE838_RS19855	NZ_CP040530.1	5156460	5157530	-	1071	NA	2	3	2	3	2	0	0	0	0	0
gene-FE838_RS19860	NZ_CP040530.1	5157726	5159027	+	1302	NA	224	31	28	49	62	14	25	9	45	36
gene-FE838_RS19865	NZ_CP040530.1	5159136	5159690	+	555	NA	6174	354	159	578	380	228	442	386	1295	588
gene-FE838_RS19870	NZ_CP040530.1	5159867	5160862	+	996	NA	105	84	42	85	153	19	30	7	72	54
gene-FE838_RS19875	NZ_CP040530.1	5160935	5162710	+	1776	fucI	246	466	193	228	512	30	62	39	179	82
gene-FE838_RS19880	NZ_CP040530.1	5162820	5163458	+	639	NA	74	113	43	76	134	8	22	4	58	35
gene-FE838_RS19885	NZ_CP040530.1	5163474	5164904	+	1431	NA	61	92	33	85	114	9	19	12	39	28
gene-FE838_RS19890	NZ_CP040530.1	5164912	5165304	+	393	NA	16	28	6	16	21	7	8	4	18	7
gene-FE838_RS19895	NZ_CP040530.1	5165322	5166638	+	1317	fucP	42	89	28	48	79	7	11	9	53	17
gene-FE838_RS19900	NZ_CP040530.1	5166825	5167376	+	552	NA	30	8	5	11	17	9	7	2	17	22
gene-FE838_RS19905	NZ_CP040530.1	5167436	5168422	+	987	NA	36	12	14	18	22	10	13	3	15	13
gene-FE838_RS19910	NZ_CP040530.1	5168620	5171952	+	3333	NA	15	25	7	27	31	7	27	1	21	44
gene-FE838_RS19915	NZ_CP040530.1	5171966	5173561	+	1596	NA	5	22	7	8	18	9	8	4	11	18
gene-FE838_RS19920	NZ_CP040530.1	5173585	5174568	+	984	NA	7	6	3	13	18	4	10	2	5	8
gene-FE838_RS19925	NZ_CP040530.1	5174587	5175909	+	1323	NA	5	14	8	12	20	7	12	2	8	13
gene-FE838_RS19930	NZ_CP040530.1	5175937	5177463	+	1527	NA	10	5	12	6	22	10	15	1	6	13
gene-FE838_RS19935	NZ_CP040530.1	5177660	5178580	+	921	NA	15	54	44	63	93	25	38	5	23	59
gene-FE838_RS19940	NZ_CP040530.1	5180010	5181710	+	1701	NA	16	1	0	8	6	3	6	0	1	2
gene-FE838_RS19945	NZ_CP040530.1	5181888	5182544	+	657	NA	328	966	535	763	587	79	98	4	136	246
gene-FE838_RS19950	NZ_CP040530.1	5182745	5184094	-	1350	NA	228	45	10	25	24	8	14	10	60	38
gene-FE838_RS19955	NZ_CP040530.1	5184118	5184915	-	798	NA	103	22	3	17	15	1	11	10	46	15
gene-FE838_RS19960	NZ_CP040530.1	5184909	5185709	-	801	NA	164	33	7	19	25	8	14	12	45	22
gene-FE838_RS19965	NZ_CP040530.1	5185721	5187112	-	1392	potA	451	55	29	78	62	38	59	26	167	83
gene-FE838_RS19970	NZ_CP040530.1	5187252	5188352	+	1101	NA	1898	1165	1108	1469	1510	790	1409	117	1514	2452
gene-FE838_RS19975	NZ_CP040530.1	5188688	5191252	-	2565	NA	10089	1209	848	1814	1303	317	708	295	1719	695
gene-FE838_RS19980	NZ_CP040530.1	5191290	5192951	-	1662	NA	2847	297	173	466	316	124	251	125	495	282
gene-FE838_RS19985	NZ_CP040530.1	5193157	5193618	-	462	NA	645	254	207	318	361	100	204	39	268	259
gene-FE838_RS19990	NZ_CP040530.1	5193671	5195494	-	1824	NA	1590	600	356	593	785	158	552	117	799	660
gene-FE838_RS19995	NZ_CP040530.1	5195491	5196096	-	606	NA	432	227	110	197	270	53	181	48	227	211
gene-FE838_RS20000	NZ_CP040530.1	5196139	5197464	-	1326	NA	1314	674	388	588	701	123	526	116	595	581
gene-FE838_RS20005	NZ_CP040530.1	5197498	5199255	-	1758	NA	1241	644	395	569	816	169	505	122	727	580
gene-FE838_RS20010	NZ_CP040530.1	5199273	5200115	-	843	NA	510	310	176	268	363	93	298	66	302	297
gene-FE838_RS20015	NZ_CP040530.1	5200127	5200717	-	591	NA	577	274	175	323	420	139	293	69	319	363
gene-FE838_RS20020	NZ_CP040530.1	5200942	5201388	-	447	NA	7	5	6	4	9	0	4	1	3	6
gene-FE838_RS20025	NZ_CP040530.1	5201406	5202206	-	801	NA	23	9	17	9	15	3	8	4	15	6
gene-FE838_RS20030	NZ_CP040530.1	5202221	5202592	-	372	NA	8	2	2	5	2	0	4	0	4	1
gene-FE838_RS20035	NZ_CP040530.1	5202608	5203423	-	816	NA	7	5	13	10	14	6	4	4	5	3
gene-FE838_RS20040	NZ_CP040530.1	5203427	5204275	-	849	NA	34	10	9	15	19	9	11	1	13	21
gene-FE838_RS20045	NZ_CP040530.1	5204595	5204705	-	111	rrf	418	1099	1090	783	1248	48	60	18	83	163
gene-FE838_RS20050	NZ_CP040530.1	5204823	5207701	-	2879	NA	16520	75080	39801	26080	15251	40837	10648	3888	6875	17651
gene-FE838_RS20055	NZ_CP040530.1	5207868	5207944	-	77	NA	283	40	10	52	43	13	29	20	66	37
gene-FE838_RS20060	NZ_CP040530.1	5208023	5208096	-	74	NA	797	107	36	177	119	31	61	75	159	114
gene-FE838_RS20065	NZ_CP040530.1	5208261	5209785	-	1525	NA	4458	21135	13957	8334	3938	9304	2418	752	1200	4129
gene-FE838_RS20070	NZ_CP040530.1	5210530	5211729	-	1200	NA	341	59	30	70	92	55	80	6	60	96
gene-FE838_RS20075	NZ_CP040530.1	5211811	5212212	-	402	NA	256	48	36	83	91	50	49	19	134	127
gene-FE838_RS20080	NZ_CP040530.1	5212289	5212945	-	657	NA	153	23	9	23	40	18	22	6	32	30
gene-FE838_RS20085	NZ_CP040530.1	5213079	5213939	-	861	NA	11067	2850	1705	3569	3697	1113	1909	511	3092	2745
gene-FE838_RS20090	NZ_CP040530.1	5214122	5215657	-	1536	NA	1673	1341	1893	2418	2369	817	1046	189	2905	1442
gene-FE838_RS20095	NZ_CP040530.1	5215877	5217028	-	1152	NA	254	120	44	110	125	37	74	6	57	63
gene-FE838_RS20100	NZ_CP040530.1	5217047	5218033	-	987	NA	192	53	35	92	68	18	35	2	42	46
gene-FE838_RS20105	NZ_CP040530.1	5218132	5218492	+	361	rnpB	127266	490700	209765	329823	277553	110630	51883	8371	35343	82326
gene-FE838_RS20110	NZ_CP040530.1	5218528	5219847	+	1320	NA	332	77	53	135	93	32	63	9	96	74
gene-FE838_RS20115	NZ_CP040530.1	5220084	5220620	-	537	NA	215	109	65	135	117	20	68	8	50	97
gene-FE838_RS20120	NZ_CP040530.1	5220678	5221280	-	603	NA	308	117	134	225	181	55	73	9	81	117
gene-FE838_RS20125	NZ_CP040530.1	5221570	5222568	+	999	NA	23	51	39	65	47	4	15	3	15	19
gene-FE838_RS20130	NZ_CP040530.1	5222565	5223251	+	687	NA	40	24	29	33	16	4	14	2	5	9
gene-FE838_RS20135	NZ_CP040530.1	5223650	5224339	-	690	phoU	45	27	27	34	45	3	15	2	13	18
gene-FE838_RS20140	NZ_CP040530.1	5224397	5225155	-	759	pstB	23	20	8	16	15	1	9	2	4	7
gene-FE838_RS20145	NZ_CP040530.1	5225163	5226038	-	876	pstA	32	5	7	13	29	6	6	1	6	10
gene-FE838_RS20150	NZ_CP040530.1	5226040	5227236	-	1197	pstC	32	10	10	20	19	7	12	3	3	8
gene-FE838_RS20155	NZ_CP040530.1	5227413	5228225	+	813	NA	4	0	4	10	9	2	11	0	3	3
gene-FE838_RS20160	NZ_CP040530.1	5228277	5230016	+	1740	NA	1590	358	215	514	391	125	282	96	478	365
gene-FE838_RS20165	NZ_CP040530.1	5230214	5231650	+	1437	NA	439	66	41	76	60	24	54	29	115	56
gene-FE838_RS20170	NZ_CP040530.1	5231681	5232319	+	639	NA	199	41	14	45	48	27	38	7	60	49
gene-FE838_RS20175	NZ_CP040530.1	5232436	5233320	-	885	NA	303	296	215	264	731	260	298	17	137	404
gene-FE838_RS20180	NZ_CP040530.1	5233447	5233950	-	504	tpx	819	953	843	1093	2893	868	1221	65	441	1571
gene-FE838_RS20185	NZ_CP040530.1	5234087	5234650	+	564	NA	166	43	53	113	86	97	110	5	38	65
gene-FE838_RS20190	NZ_CP040530.1	5234734	5235213	+	480	NA	391	133	118	290	194	90	141	14	122	122
gene-FE838_RS20195	NZ_CP040530.1	5235220	5235894	+	675	NA	340	97	97	178	174	65	106	21	107	111
gene-FE838_RS20200	NZ_CP040530.1	5235910	5236890	+	981	NA	886	422	298	611	1154	143	285	42	261	433
gene-FE838_RS20205	NZ_CP040530.1	5237001	5238326	-	1326	NA	755	1326	1108	1351	2311	191	430	28	457	834
gene-FE838_RS20210	NZ_CP040530.1	5238458	5239933	+	1476	NA	239	44	30	51	41	15	36	20	89	48
gene-FE838_RS20215	NZ_CP040530.1	5239901	5240275	-	375	NA	279	76	116	247	272	22	37	24	119	78
gene-FE838_RS20220	NZ_CP040530.1	5240380	5240853	-	474	NA	954	299	269	473	666	80	92	37	185	159
gene-FE838_RS20225	NZ_CP040530.1	5241837	5242385	-	549	rfbC	348	104	81	138	173	20	74	22	81	77
gene-FE838_RS20230	NZ_CP040530.1	5242409	5243515	-	1107	NA	170	68	45	66	111	42	59	25	40	47
gene-FE838_RS20235	NZ_CP040530.1	5243533	5244345	-	813	NA	176	45	34	62	89	38	58	15	52	52
gene-FE838_RS20240	NZ_CP040530.1	5244371	5245684	-	1314	NA	1028	256	174	335	312	65	174	41	238	186
gene-FE838_RS20245	NZ_CP040530.1	5245692	5246753	-	1062	NA	660	172	107	202	216	61	136	36	150	133
gene-FE838_RS20255	NZ_CP040530.1	5247846	5248949	-	1104	NA	324	63	72	130	200	67	93	23	90	91
gene-FE838_RS20260	NZ_CP040530.1	5248949	5249842	-	894	NA	157	42	62	96	199	63	104	26	73	102
gene-FE838_RS20265	NZ_CP040530.1	5249860	5250885	-	1026	NA	197	38	34	74	123	56	82	25	45	51
gene-FE838_RS20270	NZ_CP040530.1	5250894	5251751	-	858	NA	277	76	49	94	114	50	63	19	70	56
gene-FE838_RS20275	NZ_CP040530.1	5251777	5252667	-	891	NA	258	44	51	76	142	46	73	31	48	73
gene-FE838_RS20280	NZ_CP040530.1	5252664	5253101	-	438	NA	423	101	79	120	106	35	55	22	64	71
gene-FE838_RS20285	NZ_CP040530.1	5253098	5254198	-	1101	rfbG	732	180	171	268	243	86	120	34	139	106
gene-FE838_RS20290	NZ_CP040530.1	5254210	5254983	-	774	rfbF	621	113	124	217	181	55	113	24	105	88
gene-FE838_RS20295	NZ_CP040530.1	5254985	5256154	-	1170	NA	466	96	67	132	164	81	82	19	82	72
gene-FE838_RS20300	NZ_CP040530.1	5256168	5257205	-	1038	NA	246	36	28	50	113	56	78	22	42	32
gene-FE838_RS20305	NZ_CP040530.1	5257205	5258707	-	1503	NA	164	15	25	34	100	46	56	19	24	35
gene-FE838_RS20310	NZ_CP040530.1	5258760	5259899	-	1140	NA	783	151	83	186	185	79	112	37	153	121
gene-FE838_RS20315	NZ_CP040530.1	5259914	5262325	-	2412	NA	4786	714	349	932	727	241	461	148	745	511
gene-FE838_RS20320	NZ_CP040530.1	5262341	5262709	-	369	NA	47253	9006	4325	41215	48988	2382	3526	440	2609	5494
gene-FE838_RS20325	NZ_CP040530.1	5262755	5263327	-	573	NA	2284	407	274	1260	1106	189	391	84	384	497
gene-FE838_RS20330	NZ_CP040530.1	5263880	5265586	-	1707	NA	834	245	153	294	243	42	164	44	264	217
gene-FE838_RS20335	NZ_CP040530.1	5265588	5266331	-	744	rlmB	328	94	49	89	83	14	50	12	92	95
gene-FE838_RS20340	NZ_CP040530.1	5266365	5268032	-	1668	recN	784	186	100	231	204	58	130	48	233	182
gene-FE838_RS20345	NZ_CP040530.1	5268070	5269272	-	1203	coaBC	1136	255	124	360	294	73	186	46	289	266
gene-FE838_RS20350	NZ_CP040530.1	5269272	5270051	-	780	NA	666	127	114	256	206	53	109	25	157	164
gene-FE838_RS20355	NZ_CP040530.1	5270185	5271309	-	1125	dnaN	2490	816	610	1324	1130	307	641	96	624	797
gene-FE838_RS20360	NZ_CP040530.1	5271462	5271836	+	375	NA	541	88	52	138	109	57	108	45	208	140
gene-FE838_RS20365	NZ_CP040530.1	5272555	5274132	-	1578	NA	785	273	176	464	370	174	316	24	121	284
gene-FE838_RS20370	NZ_CP040530.1	5274216	5274974	-	759	NA	300	62	36	143	129	76	97	7	63	62
gene-FE838_RS20375	NZ_CP040530.1	5274971	5275966	-	996	murB	414	84	41	136	78	50	111	34	111	88
gene-FE838_RS20380	NZ_CP040530.1	5275986	5276834	-	849	NA	352	62	27	72	90	29	67	24	123	49
gene-FE838_RS20385	NZ_CP040530.1	5276831	5277787	-	957	NA	453	120	70	168	148	59	110	42	212	139
gene-FE838_RS20390	NZ_CP040530.1	5277925	5279112	+	1188	kbl	1114	665	500	887	917	172	412	53	588	654
gene-FE838_RS20395	NZ_CP040530.1	5279233	5279640	+	408	NA	126	82	41	96	107	23	45	14	67	64
gene-FE838_RS20400	NZ_CP040530.1	5279739	5280218	-	480	NA	2468	2432	1990	2645	5531	796	1219	102	927	1913
gene-FE838_RS20405	NZ_CP040530.1	5280340	5281500	-	1161	lysA	871	212	101	238	195	39	106	57	233	129
gene-FE838_RS20410	NZ_CP040530.1	5281579	5282898	-	1320	NA	2385	344	205	596	388	87	236	66	457	323
gene-FE838_RS20415	NZ_CP040530.1	5282912	5283637	-	726	NA	790	103	68	178	141	35	68	21	132	107
gene-FE838_RS20420	NZ_CP040530.1	5283622	5284233	-	612	hisIE	1065	170	99	276	150	51	82	33	160	176
gene-FE838_RS20425	NZ_CP040530.1	5284296	5285051	-	756	hisF	589	64	32	128	93	19	19	5	65	23
gene-FE838_RS20430	NZ_CP040530.1	5285160	5285879	-	720	hisA	592	47	22	103	45	9	18	8	78	32
gene-FE838_RS20435	NZ_CP040530.1	5286051	5286641	-	591	hisH	769	49	22	154	70	11	36	20	80	31
gene-FE838_RS20440	NZ_CP040530.1	5286641	5287498	-	858	purU	655	39	31	110	56	20	34	15	79	43
gene-FE838_RS20445	NZ_CP040530.1	5287942	5288015	+	74	NA	140	29	10	62	52	36	21	10	46	21
gene-FE838_RS20450	NZ_CP040530.1	5288069	5288142	+	74	NA	51	49	85	14	44	9	6	4	11	3
gene-FE838_RS20455	NZ_CP040530.1	5288396	5288989	+	594	NA	56	6	16	43	46	24	30	2	40	39
